season,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,hr_,temp_,hum_,casual,registered,cnt
4,9,18,0,3,1,3,0.66,0.83,3,3,4,65,459,524
4,9,19,0,3,1,3,0.66,0.83,4,3,4,57,315,372
4,9,20,0,3,1,3,0.6,0.83,4,3,4,11,91,102
4,9,21,0,3,1,3,0.6,0.88,4,3,4,7,67,74
4,9,22,0,3,1,1,0.6,0.88,4,3,4,19,68,87
4,9,23,0,3,1,1,0.6,0.94,4,3,4,12,59,71
4,9,0,0,4,1,1,0.6,0.94,1,3,4,7,33,40
4,9,1,0,4,1,2,0.6,1.0,1,3,4,3,20,23
4,9,2,0,4,1,2,0.6,1.0,1,3,4,0,2,2
4,9,3,0,4,1,2,0.6,0.94,1,3,4,0,8,8
4,9,4,0,4,1,2,0.6,0.88,1,3,4,2,5,7
4,9,5,0,4,1,2,0.6,0.88,1,3,4,0,22,22
4,9,6,0,4,1,2,0.6,0.88,1,3,4,5,106,111
4,9,7,0,4,1,1,0.6,0.88,2,3,4,14,269,283
4,9,8,0,4,1,1,0.6,0.83,2,3,4,29,402,431
4,9,9,0,4,1,1,0.62,0.78,2,3,3,27,198,225
4,9,10,0,4,1,1,0.64,0.65,2,3,3,24,103,127
4,9,11,0,4,1,1,0.62,0.61,2,3,2,36,122,158
4,9,12,0,4,1,1,0.66,0.61,2,3,2,38,157,195
4,9,13,0,4,1,1,0.64,0.61,3,3,2,36,175,211
4,9,14,0,4,1,1,0.68,0.51,3,4,2,33,134,167
4,9,15,0,4,1,1,0.68,0.45,3,4,1,42,185,227
4,9,16,0,4,1,1,0.68,0.41,3,4,1,64,227,291
4,9,17,0,4,1,1,0.66,0.47,3,3,1,62,527,589
4,9,18,0,4,1,1,0.64,0.41,3,3,1,84,500,584
4,9,19,0,4,1,1,0.62,0.5,4,3,2,36,348,384
4,9,20,0,4,1,1,0.6,0.53,4,3,2,39,234,273
4,9,21,0,4,1,1,0.58,0.56,4,3,2,30,195,225
4,9,22,0,4,1,1,0.56,0.68,4,3,3,25,150,175
4,9,23,0,4,1,1,0.52,0.77,4,3,3,17,64,81
4,9,0,0,5,1,1,0.52,0.83,1,3,4,7,53,60
4,9,1,0,5,1,1,0.52,0.77,1,3,3,5,18,23
4,9,2,0,5,1,1,0.52,0.83,1,3,4,6,9,15
4,9,3,0,5,1,1,0.52,0.83,1,3,4,0,3,3
4,9,4,0,5,1,1,0.52,0.83,1,3,4,2,6,8
4,9,5,0,5,1,1,0.52,0.83,1,3,4,3,23,26
4,9,6,0,5,1,1,0.52,0.83,1,3,4,0,98,98
4,9,7,0,5,1,1,0.52,0.83,2,3,4,14,283,297
4,9,8,0,5,1,1,0.54,0.77,2,3,3,31,425,456
4,9,9,0,5,1,1,0.56,0.73,2,3,3,23,214,237
4,9,10,0,5,1,1,0.6,0.64,2,3,3,46,122,168
4,9,11,0,5,1,1,0.64,0.57,2,3,2,49,168,217
4,9,12,0,5,1,2,0.64,0.57,2,3,2,59,195,254
4,9,13,0,5,1,2,0.66,0.47,3,3,1,72,194,266
4,9,14,0,5,1,2,0.64,0.47,3,3,1,93,173,266
4,9,15,0,5,1,1,0.64,0.5,3,3,2,52,193,245
4,9,16,0,5,1,1,0.62,0.53,3,3,2,62,298,360
4,9,17,0,5,1,1,0.62,0.53,3,3,2,94,497,591
4,9,18,0,5,1,1,0.58,0.49,3,3,2,62,449,511
4,9,19,0,5,1,1,0.54,0.52,4,3,2,42,332,374
4,9,20,0,5,1,1,0.54,0.52,4,3,2,28,202,230
4,9,21,0,5,1,1,0.52,0.55,4,3,2,27,179,206
4,9,22,0,5,1,1,0.52,0.55,4,3,2,30,129,159
4,9,23,0,5,1,1,0.52,0.55,4,3,2,23,109,132
4,10,0,0,6,0,1,0.5,0.63,1,2,2,24,106,130
4,10,1,0,6,0,1,0.48,0.67,1,2,3,11,47,58
4,10,2,0,6,0,1,0.46,0.63,1,2,2,21,46,67
4,10,3,0,6,0,1,0.46,0.59,1,2,2,8,17,25
4,10,4,0,6,0,1,0.44,0.58,1,2,2,2,6,8
4,10,5,0,6,0,2,0.44,0.62,1,2,2,1,4,5
4,10,6,0,6,0,1,0.42,0.67,1,2,3,4,15,19
4,10,7,0,6,0,3,0.42,0.67,2,2,3,6,30,36
4,10,8,0,6,0,2,0.4,0.76,2,2,3,9,58,67
4,10,9,0,6,0,3,0.4,0.82,2,2,4,17,112,129
4,10,10,0,6,0,3,0.4,0.76,2,2,3,21,100,121
4,10,11,0,6,0,3,0.38,0.82,2,2,4,30,102,132
4,10,12,0,6,0,2,0.4,0.82,2,2,4,28,130,158
4,10,13,0,6,0,2,0.4,0.82,3,2,4,27,98,125
4,10,14,0,6,0,2,0.42,0.71,3,2,3,33,147,180
4,10,15,0,6,0,2,0.42,0.71,3,2,3,41,154,195
4,10,16,0,6,0,2,0.4,0.76,3,2,3,58,165,223
4,10,17,0,6,0,3,0.4,0.76,3,2,3,58,170,228
4,10,18,0,6,0,3,0.38,0.87,3,2,4,23,117,140
4,10,19,0,6,0,2,0.38,0.82,4,2,4,27,99,126
4,10,20,0,6,0,3,0.36,0.87,4,2,4,8,58,66
4,10,21,0,6,0,3,0.36,0.87,4,2,4,3,53,56
4,10,22,0,6,0,2,0.36,0.93,4,2,4,12,58,70
4,10,23,0,6,0,3,0.36,0.93,4,2,4,8,57,65
4,10,0,0,0,0,3,0.36,0.93,1,2,4,4,43,47
4,10,1,0,0,0,3,0.34,0.87,1,1,4,1,23,24
4,10,2,0,0,0,3,0.34,0.87,1,1,4,3,27,30
4,10,3,0,0,0,3,0.34,0.87,1,1,4,4,5,9
4,10,4,0,0,0,2,0.34,0.87,1,1,4,4,3,7
4,10,5,0,0,0,1,0.32,0.87,1,1,4,0,7,7
4,10,6,0,0,0,1,0.32,0.81,1,1,4,2,13,15
4,10,7,0,0,0,1,0.34,0.76,2,1,3,5,24,29
4,10,8,0,0,0,2,0.34,0.76,2,1,3,14,50,64
4,10,9,0,0,0,1,0.36,0.76,2,2,3,19,96,115
4,10,10,0,0,0,2,0.36,0.71,2,2,3,60,188,248
4,10,11,0,0,0,2,0.38,0.66,2,2,3,74,218,292
4,10,12,0,0,0,2,0.4,0.62,2,2,2,78,243,321
4,10,13,0,0,0,3,0.4,0.62,3,2,2,84,224,308
4,10,14,0,0,0,3,0.36,0.81,3,2,4,61,195,256
4,10,15,0,0,0,3,0.36,0.81,3,2,4,29,144,173
4,10,16,0,0,0,3,0.36,0.87,3,2,4,44,162,206
4,10,17,0,0,0,3,0.36,0.87,3,2,4,32,135,167
4,10,18,0,0,0,2,0.36,0.81,3,2,4,16,158,174
4,10,19,0,0,0,2,0.38,0.76,4,2,3,34,128,162
4,10,20,0,0,0,2,0.36,0.76,4,2,3,16,71,87
4,10,21,0,0,0,1,0.36,0.71,4,2,3,17,71,88
4,10,22,0,0,0,3,0.36,0.81,4,2,4,9,55,64
4,10,23,0,0,0,1,0.36,0.81,4,2,4,6,19,25
4,10,0,0,1,1,1,0.34,0.87,1,1,4,3,13,16
4,10,1,0,1,1,1,0.36,0.81,1,2,4,1,5,6
4,10,2,0,1,1,1,0.36,0.76,1,2,3,0,4,4
4,10,3,0,1,1,1,0.36,0.81,1,2,4,1,6,7
4,10,4,0,1,1,1,0.34,0.87,1,1,4,2,6,8
4,10,5,0,1,1,2,0.36,0.76,1,2,3,4,17,21
4,10,6,0,1,1,2,0.36,0.71,1,2,3,3,91,94
4,10,7,0,1,1,2,0.36,0.71,2,2,3,8,241,249
4,10,8,0,1,1,2,0.36,0.71,2,2,3,13,359,372
4,10,9,0,1,1,2,0.4,0.66,2,2,3,12,141,153
4,10,10,0,1,1,2,0.4,0.66,2,2,3,19,82,101
4,10,11,0,1,1,2,0.4,0.71,2,2,3,26,100,126
4,10,12,0,1,1,2,0.4,0.71,2,2,3,29,118,147
4,10,13,0,1,1,3,0.42,0.67,3,2,3,16,102,118
4,10,14,0,1,1,3,0.4,0.76,3,2,3,26,94,120
4,10,15,0,1,1,3,0.4,0.76,3,2,3,22,79,101
4,10,16,0,1,1,2,0.4,0.76,3,2,3,16,202,218
4,10,17,0,1,1,2,0.4,0.76,3,2,3,40,455,495
4,10,18,0,1,1,2,0.4,0.76,3,2,3,28,384,412
4,10,19,0,1,1,1,0.4,0.76,4,2,3,15,300,315
4,10,20,0,1,1,3,0.4,0.82,4,2,4,13,191,204
4,10,21,0,1,1,2,0.4,0.82,4,2,4,10,128,138
4,10,22,0,1,1,2,0.4,0.82,4,2,4,12,79,91
4,10,23,0,1,1,2,0.4,0.82,4,2,4,11,43,54
4,10,0,0,2,1,2,0.4,0.87,1,2,4,5,22,27
4,10,1,0,2,1,2,0.4,0.87,1,2,4,1,8,9
4,10,2,0,2,1,2,0.4,0.87,1,2,4,1,2,3
4,10,3,0,2,1,1,0.4,0.82,1,2,4,3,3,6
4,10,4,0,2,1,1,0.4,0.82,1,2,4,3,4,7
4,10,5,0,2,1,1,0.4,0.82,1,2,4,2,25,27
4,10,6,0,2,1,1,0.4,0.82,1,2,4,3,109,112
4,10,7,0,2,1,1,0.42,0.82,2,2,4,11,298,309
4,10,8,0,2,1,1,0.44,0.77,2,2,3,28,372,400
4,10,9,0,2,1,1,0.46,0.67,2,2,3,19,168,187
4,10,10,0,2,1,1,0.48,0.67,2,2,3,19,107,126
4,10,11,0,2,1,1,0.54,0.64,2,3,3,22,102,124
4,10,12,0,2,1,1,0.56,0.56,2,3,2,39,160,199
4,10,13,0,2,1,1,0.56,0.56,3,3,2,20,153,173
4,10,14,0,2,1,1,0.58,0.53,3,3,2,27,156,183
4,10,15,0,2,1,1,0.58,0.56,3,3,2,28,166,194
4,10,16,0,2,1,1,0.58,0.56,3,3,2,36,273,309
4,10,17,0,2,1,1,0.56,0.6,3,3,2,55,530,585
4,10,18,0,2,1,1,0.54,0.64,3,3,3,68,456,524
4,10,19,0,2,1,1,0.52,0.68,4,3,3,35,310,345
4,10,20,0,2,1,1,0.52,0.68,4,3,3,25,236,261
4,10,21,0,2,1,1,0.5,0.72,4,2,3,22,144,166
4,10,22,0,2,1,1,0.5,0.72,4,2,3,8,106,114
4,10,23,0,2,1,1,0.48,0.77,4,2,3,6,60,66
4,10,0,0,3,1,1,0.48,0.77,1,2,3,7,36,43
4,10,1,0,3,1,1,0.48,0.77,1,2,3,4,7,11
4,10,2,0,3,1,1,0.46,0.82,1,2,4,1,2,3
4,10,3,0,3,1,1,0.46,0.82,1,2,4,1,5,6
4,10,4,0,3,1,1,0.44,0.88,1,2,4,1,4,5
4,10,5,0,3,1,1,0.44,0.82,1,2,4,3,29,32
4,10,6,0,3,1,1,0.44,0.82,1,2,4,5,112,117
4,10,7,0,3,1,1,0.46,0.77,2,2,3,9,292,301
4,10,8,0,3,1,1,0.52,0.63,2,3,2,26,441,467
4,10,9,0,3,1,1,0.54,0.6,2,3,2,32,187,219
4,10,10,0,3,1,1,0.56,0.56,2,3,2,30,103,133
4,10,11,0,3,1,1,0.6,0.46,2,3,1,32,138,170
4,10,12,0,3,1,1,0.62,0.43,2,3,1,34,180,214
4,10,13,0,3,1,1,0.64,0.41,3,3,1,30,189,219
4,10,14,0,3,1,1,0.64,0.41,3,3,1,34,156,190
4,10,15,0,3,1,1,0.64,0.47,3,3,1,35,147,182
4,10,16,0,3,1,1,0.64,0.47,3,3,1,37,245,282
4,10,17,0,3,1,1,0.64,0.47,3,3,1,66,525,591
4,10,18,0,3,1,1,0.6,0.53,3,3,2,57,536,593
4,10,19,0,3,1,1,0.58,0.56,4,3,2,40,334,374
4,10,20,0,3,1,1,0.52,0.77,4,3,3,18,228,246
4,10,21,0,3,1,1,0.5,0.82,4,2,4,28,173,201
4,10,22,0,3,1,1,0.52,0.72,4,3,3,20,134,154
4,10,23,0,3,1,1,0.5,0.77,4,2,3,9,64,73
4,10,0,0,4,1,1,0.5,0.72,1,2,3,6,34,40
4,10,1,0,4,1,1,0.48,0.63,1,2,2,5,17,22
4,10,2,0,4,1,1,0.46,0.67,1,2,3,2,8,10
4,10,3,0,4,1,1,0.44,0.67,1,2,3,1,4,5
4,10,4,0,4,1,1,0.44,0.62,1,2,2,0,5,5
4,10,5,0,4,1,1,0.42,0.62,1,2,2,0,24,24
4,10,6,0,4,1,1,0.4,0.66,1,2,3,4,110,114
4,10,7,0,4,1,1,0.42,0.62,2,2,2,15,287,302
4,10,8,0,4,1,1,0.44,0.62,2,2,2,20,437,457
4,10,9,0,4,1,1,0.46,0.63,2,2,2,20,188,208
4,10,10,0,4,1,1,0.52,0.52,2,3,2,24,105,129
4,10,11,0,4,1,1,0.54,0.49,2,3,2,29,115,144
4,10,12,0,4,1,1,0.56,0.49,2,3,2,46,180,226
4,10,13,0,4,1,1,0.56,0.46,3,3,1,33,158,191
4,10,14,0,4,1,1,0.58,0.43,3,3,1,56,139,195
4,10,15,0,4,1,1,0.58,0.46,3,3,1,62,157,219
4,10,16,0,4,1,1,0.58,0.49,3,3,2,51,272,323
4,10,17,0,4,1,1,0.56,0.52,3,3,2,63,505,568
4,10,18,0,4,1,1,0.54,0.64,3,3,3,59,479,538
4,10,19,0,4,1,1,0.52,0.59,4,3,2,38,305,343
4,10,20,0,4,1,1,0.5,0.77,4,2,3,29,231,260
4,10,21,0,4,1,1,0.46,0.88,4,2,4,34,161,195
4,10,22,0,4,1,1,0.46,0.82,4,2,4,24,124,148
4,10,23,0,4,1,1,0.44,0.88,4,2,4,18,81,99
4,10,0,0,5,1,1,0.44,0.88,1,2,4,19,48,67
4,10,1,0,5,1,1,0.44,0.88,1,2,4,3,25,28
4,10,2,0,5,1,1,0.42,0.88,1,2,4,0,5,5
4,10,3,0,5,1,1,0.4,0.87,1,2,4,1,9,10
4,10,4,0,5,1,1,0.4,0.87,1,2,4,0,5,5
4,10,5,0,5,1,1,0.42,0.82,1,2,4,3,24,27
4,10,6,0,5,1,1,0.42,0.88,1,2,4,3,84,87
4,10,7,0,5,1,1,0.42,0.94,2,2,4,5,237,242
4,10,8,0,5,1,1,0.46,0.82,2,2,4,31,386,417
4,10,9,0,5,1,1,0.48,0.77,2,2,3,34,207,241
4,10,10,0,5,1,1,0.52,0.68,2,3,3,48,126,174
4,10,11,0,5,1,1,0.56,0.63,2,3,2,80,150,230
4,10,12,0,5,1,1,0.6,0.53,2,3,2,61,174,235
4,10,13,0,5,1,1,0.6,0.46,3,3,1,95,210,305
4,10,14,0,5,1,1,0.62,0.5,3,3,2,77,179,256
4,10,15,0,5,1,1,0.66,0.41,3,3,1,68,202,270
4,10,16,0,5,1,1,0.64,0.44,3,3,1,73,346,419
4,10,17,0,5,1,1,0.6,0.56,3,3,2,101,462,563
4,10,18,0,5,1,1,0.56,0.6,3,3,2,94,371,465
4,10,19,0,5,1,1,0.56,0.52,4,3,2,51,243,294
4,10,20,0,5,1,1,0.54,0.49,4,3,2,30,167,197
4,10,21,0,5,1,1,0.5,0.68,4,2,3,22,144,166
4,10,22,0,5,1,1,0.5,0.68,4,2,3,27,119,146
4,10,23,0,5,1,1,0.5,0.63,4,2,2,23,113,136
4,10,0,0,6,0,1,0.48,0.72,1,2,3,17,72,89
4,10,1,0,6,0,1,0.46,0.82,1,2,4,14,51,65
4,10,2,0,6,0,1,0.46,0.82,1,2,4,4,41,45
4,10,3,0,6,0,1,0.44,0.88,1,2,4,4,16,20
4,10,4,0,6,0,1,0.42,0.94,1,2,4,3,7,10
4,10,5,0,6,0,1,0.42,0.88,1,2,4,1,7,8
4,10,6,0,6,0,1,0.42,0.94,1,2,4,6,16,22
4,10,7,0,6,0,1,0.42,0.94,2,2,4,27,46,73
4,10,8,0,6,0,1,0.46,0.82,2,2,4,14,89,103
4,10,9,0,6,0,1,0.5,0.77,2,2,3,54,163,217
4,10,10,0,6,0,1,0.52,0.77,2,3,3,120,217,337
4,10,11,0,6,0,1,0.58,0.56,2,3,2,176,221,397
4,10,12,0,6,0,1,0.62,0.35,2,3,1,191,255,446
4,10,13,0,6,0,1,0.62,0.46,3,3,1,256,229,485
4,10,14,0,6,0,1,0.62,0.5,3,3,2,251,214,465
4,10,15,0,6,0,1,0.66,0.39,3,3,1,262,234,496
4,10,16,0,6,0,1,0.64,0.44,3,3,1,221,230,451
4,10,17,0,6,0,1,0.62,0.5,3,3,2,174,219,393
4,10,18,0,6,0,1,0.6,0.46,3,3,1,135,224,359
4,10,19,0,6,0,1,0.54,0.68,4,3,3,76,172,248
4,10,20,0,6,0,1,0.52,0.77,4,3,3,78,124,202
4,10,21,0,6,0,1,0.52,0.77,4,3,3,54,133,187
4,10,22,0,6,0,1,0.5,0.77,4,2,3,45,104,149
4,10,23,0,6,0,1,0.48,0.88,4,2,4,52,90,142
4,10,0,0,0,0,1,0.46,0.88,1,2,4,46,83,129
4,10,1,0,0,0,1,0.46,0.88,1,2,4,15,63,78
4,10,2,0,0,0,1,0.46,0.88,1,2,4,20,35,55
4,10,3,0,0,0,1,0.44,0.88,1,2,4,10,20,30
4,10,4,0,0,0,1,0.44,0.88,1,2,4,7,7,14
4,10,5,0,0,0,1,0.44,0.88,1,2,4,1,14,15
4,10,6,0,0,0,1,0.44,0.88,1,2,4,7,14,21
4,10,7,0,0,0,1,0.44,0.86,2,2,4,18,26,44
4,10,8,0,0,0,1,0.46,0.88,2,2,4,25,82,107
4,10,9,0,0,0,1,0.5,0.77,2,2,3,66,119,185
4,10,10,0,0,0,1,0.56,0.68,2,3,3,155,210,365
4,10,11,0,0,0,1,0.62,0.53,2,3,2,189,234,423
4,10,12,0,0,0,1,0.64,0.44,2,3,1,212,243,455
4,10,13,0,0,0,1,0.66,0.44,3,3,1,225,193,418
4,10,14,0,0,0,1,0.68,0.47,3,4,1,272,228,500
4,10,15,0,0,0,1,0.68,0.51,3,4,2,198,209,407
4,10,16,0,0,0,1,0.66,0.5,3,3,2,223,247,470
4,10,17,0,0,0,1,0.62,0.61,3,3,2,208,230,438
4,10,18,0,0,0,1,0.64,0.5,3,3,2,186,228,414
4,10,19,0,0,0,1,0.56,0.73,4,3,3,116,186,302
4,10,20,0,0,0,1,0.56,0.73,4,3,3,59,134,193
4,10,21,0,0,0,1,0.54,0.83,4,3,4,53,120,173
4,10,22,0,0,0,2,0.52,0.94,4,3,4,48,104,152
4,10,23,0,0,0,1,0.5,0.88,4,2,4,38,85,123
4,10,0,1,1,0,1,0.5,0.94,1,2,4,11,42,53
4,10,1,1,1,0,1,0.48,0.88,1,2,4,4,30,34
4,10,2,1,1,0,1,0.48,0.88,1,2,4,4,15,19
4,10,3,1,1,0,1,0.46,0.88,1,2,4,2,9,11
4,10,4,1,1,0,1,0.46,0.94,1,2,4,2,4,6
4,10,5,1,1,0,1,0.46,0.94,1,2,4,2,19,21
4,10,6,1,1,0,1,0.44,0.94,1,2,4,5,39,44
4,10,7,1,1,0,1,0.46,0.88,2,2,4,12,102,114
4,10,8,1,1,0,1,0.52,0.83,2,3,4,27,227,254
4,10,9,1,1,0,1,0.54,0.77,2,3,3,58,161,219
4,10,10,1,1,0,1,0.56,0.73,2,3,3,107,158,265
4,10,11,1,1,0,1,0.62,0.69,2,3,3,139,183,322
4,10,12,1,1,0,2,0.7,0.48,2,4,1,164,201,365
4,10,13,1,1,0,1,0.72,0.37,3,4,1,146,219,365
4,10,14,1,1,0,1,0.74,0.37,3,4,1,147,223,370
4,10,15,1,1,0,2,0.72,0.42,3,4,1,130,254,384
4,10,16,1,1,0,2,0.7,0.45,3,4,1,154,248,402
4,10,17,1,1,0,2,0.66,0.54,3,3,2,125,334,459
4,10,18,1,1,0,2,0.64,0.53,3,3,2,108,365,473
4,10,19,1,1,0,2,0.58,0.78,4,3,3,69,267,336
4,10,20,1,1,0,1,0.6,0.73,4,3,3,37,188,225
4,10,21,1,1,0,1,0.56,0.88,4,3,4,27,148,175
4,10,22,1,1,0,1,0.56,0.88,4,3,4,22,104,126
4,10,23,1,1,0,2,0.54,0.88,4,3,4,12,63,75
4,10,0,0,2,1,2,0.54,0.88,1,3,4,14,16,30
4,10,1,0,2,1,2,0.52,0.94,1,3,4,2,9,11
4,10,2,0,2,1,2,0.52,0.94,1,3,4,1,4,5
4,10,3,0,2,1,2,0.52,0.88,1,3,4,2,1,3
4,10,4,0,2,1,2,0.52,0.88,1,3,4,0,5,5
4,10,5,0,2,1,2,0.52,0.88,1,3,4,0,20,20
4,10,6,0,2,1,1,0.52,0.83,1,3,4,9,114,123
4,10,7,0,2,1,2,0.52,0.88,2,3,4,19,333,352
4,10,8,0,2,1,2,0.56,0.83,2,3,4,31,375,406
4,10,9,0,2,1,2,0.6,0.69,2,3,3,40,195,235
4,10,10,0,2,1,2,0.6,0.69,2,3,3,38,111,149
4,10,11,0,2,1,2,0.6,0.73,2,3,3,31,92,123
4,10,12,0,2,1,2,0.6,0.73,2,3,3,51,130,181
4,10,13,0,2,1,2,0.6,0.73,3,3,3,42,138,180
4,10,14,0,2,1,3,0.6,0.73,3,3,3,54,117,171
4,10,15,0,2,1,2,0.6,0.78,3,3,3,36,139,175
4,10,16,0,2,1,2,0.6,0.73,3,3,3,63,257,320
4,10,17,0,2,1,2,0.6,0.78,3,3,3,70,534,604
4,10,18,0,2,1,2,0.6,0.78,3,3,3,46,493,539
4,10,19,0,2,1,2,0.58,0.83,4,3,4,33,285,318
4,10,20,0,2,1,2,0.58,0.83,4,3,4,31,203,234
4,10,21,0,2,1,2,0.58,0.78,4,3,3,17,158,175
4,10,22,0,2,1,2,0.56,0.83,4,3,4,27,120,147
4,10,23,0,2,1,2,0.56,0.83,4,3,4,10,47,57
4,10,0,0,3,1,2,0.56,0.83,1,3,4,2,23,25
4,10,1,0,3,1,3,0.56,0.83,1,3,4,2,8,10
4,10,2,0,3,1,2,0.56,0.83,1,3,4,0,2,2
4,10,3,0,3,1,3,0.54,0.94,1,3,4,0,2,2
4,10,4,0,3,1,3,0.54,0.94,1,3,4,1,6,7
4,10,5,0,3,1,2,0.54,0.88,1,3,4,0,22,22
4,10,6,0,3,1,2,0.54,0.88,1,3,4,5,107,112
4,10,7,0,3,1,2,0.54,0.88,2,3,4,15,244,259
4,10,8,0,3,1,2,0.54,0.88,2,3,4,27,377,404
4,10,9,0,3,1,2,0.54,0.88,2,3,4,14,183,197
4,10,10,0,3,1,2,0.54,0.88,2,3,4,15,98,113
4,10,11,0,3,1,3,0.54,0.94,2,3,4,18,102,120
4,10,12,0,3,1,3,0.54,0.88,2,3,4,9,53,62
4,10,13,0,3,1,3,0.54,0.88,3,3,4,25,76,101
4,10,14,0,3,1,3,0.54,0.94,3,3,4,8,70,78
4,10,15,0,3,1,3,0.54,0.94,3,3,4,3,42,45
4,10,16,0,3,1,2,0.56,0.88,3,3,4,5,50,55
4,10,17,0,3,1,3,0.54,0.94,3,3,4,16,235,251
4,10,18,0,3,1,3,0.54,0.94,3,3,4,11,161,172
4,10,19,0,3,1,3,0.54,0.94,4,3,4,7,102,109
4,10,20,0,3,1,3,0.54,0.94,4,3,4,9,81,90
4,10,21,0,3,1,3,0.54,1.0,4,3,4,9,74,83
4,10,22,0,3,1,3,0.54,0.94,4,3,4,3,40,43
4,10,23,0,3,1,3,0.54,0.94,4,3,4,13,41,54
4,10,0,0,4,1,2,0.54,0.94,1,3,4,1,14,15
4,10,1,0,4,1,2,0.54,0.94,1,3,4,3,9,12
4,10,2,0,4,1,2,0.54,0.94,1,3,4,0,4,4
4,10,3,0,4,1,2,0.54,1.0,1,3,4,2,4,6
4,10,4,0,4,1,2,0.54,1.0,1,3,4,2,5,7
4,10,5,0,4,1,2,0.54,1.0,1,3,4,1,16,17
4,10,6,0,4,1,3,0.54,1.0,1,3,4,1,51,52
4,10,7,0,4,1,3,0.54,1.0,2,3,4,5,76,81
4,10,8,0,4,1,3,0.54,1.0,2,3,4,10,199,209
4,10,9,0,4,1,3,0.56,1.0,2,3,4,3,106,109
4,10,10,0,4,1,3,0.56,1.0,2,3,4,16,53,69
4,10,11,0,4,1,2,0.62,0.83,2,3,4,8,76,84
4,10,12,0,4,1,2,0.62,0.88,2,3,4,10,95,105
4,10,13,0,4,1,2,0.64,0.83,3,3,4,20,142,162
4,10,14,0,4,1,1,0.66,0.78,3,3,3,22,111,133
4,10,15,0,4,1,1,0.66,0.78,3,3,3,27,128,155
4,10,16,0,4,1,1,0.66,0.74,3,3,3,36,240,276
4,10,17,0,4,1,3,0.62,0.83,3,3,4,47,432,479
4,10,18,0,4,1,3,0.62,0.83,3,3,4,20,248,268
4,10,19,0,4,1,2,0.62,0.83,4,3,4,18,187,205
4,10,20,0,4,1,1,0.62,0.83,4,3,4,15,166,181
4,10,21,0,4,1,1,0.62,0.83,4,3,4,8,115,123
4,10,22,0,4,1,1,0.62,0.83,4,3,4,13,101,114
4,10,23,0,4,1,2,0.58,0.88,4,3,4,2,45,47
4,10,0,0,5,1,1,0.58,0.94,1,3,4,10,29,39
4,10,1,0,5,1,1,0.58,0.94,1,3,4,8,16,24
4,10,2,0,5,1,1,0.56,0.94,1,3,4,0,6,6
4,10,3,0,5,1,1,0.56,0.94,1,3,4,1,6,7
4,10,4,0,5,1,1,0.56,0.94,1,3,4,0,8,8
4,10,5,0,5,1,2,0.56,0.94,1,3,4,0,17,17
4,10,6,0,5,1,3,0.56,0.88,1,3,4,4,90,94
4,10,7,0,5,1,3,0.56,0.88,2,3,4,10,137,147
4,10,8,0,5,1,2,0.56,0.9,2,3,4,23,186,209
4,10,9,0,5,1,2,0.56,0.94,2,3,4,16,164,180
4,10,10,0,5,1,3,0.54,0.88,2,3,4,17,108,125
4,10,11,0,5,1,3,0.52,0.88,2,3,4,11,76,87
4,10,12,0,5,1,3,0.52,0.88,2,3,4,13,62,75
4,10,13,0,5,1,1,0.56,0.73,3,3,3,18,114,132
4,10,14,0,5,1,1,0.62,0.43,3,3,1,37,119,156
4,10,15,0,5,1,1,0.62,0.43,3,3,1,61,169,230
4,10,16,0,5,1,1,0.6,0.43,3,3,1,80,264,344
4,10,17,0,5,1,1,0.58,0.46,3,3,1,55,426,481
4,10,18,0,5,1,1,0.54,0.39,3,3,1,62,361,423
4,10,19,0,5,1,1,0.54,0.39,4,3,1,27,221,248
4,10,20,0,5,1,1,0.52,0.42,4,3,1,19,177,196
4,10,21,0,5,1,1,0.5,0.45,4,2,1,22,156,178
4,10,22,0,5,1,1,0.46,0.59,4,2,2,20,123,143
4,10,23,0,5,1,1,0.46,0.59,4,2,2,15,80,95
4,10,0,0,6,0,1,0.46,0.55,1,2,2,18,88,106
4,10,1,0,6,0,1,0.46,0.55,1,2,2,9,64,73
4,10,2,0,6,0,1,0.46,0.59,1,2,2,17,39,56
4,10,3,0,6,0,1,0.44,0.62,1,2,2,5,18,23
4,10,4,0,6,0,1,0.42,0.67,1,2,3,0,6,6
4,10,5,0,6,0,1,0.42,0.71,1,2,3,1,6,7
4,10,6,0,6,0,1,0.4,0.71,1,2,3,5,15,20
4,10,7,0,6,0,1,0.4,0.76,2,2,3,17,40,57
4,10,8,0,6,0,1,0.46,0.59,2,2,2,24,101,125
4,10,9,0,6,0,1,0.52,0.48,2,3,1,50,157,207
4,10,10,0,6,0,1,0.54,0.45,2,3,1,115,207,322
4,10,11,0,6,0,1,0.56,0.4,2,3,1,153,221,374
4,10,12,0,6,0,1,0.58,0.35,2,3,1,195,261,456
4,10,13,0,6,0,1,0.6,0.35,3,3,1,171,223,394
4,10,14,0,6,0,1,0.6,0.33,3,3,1,242,230,472
4,10,15,0,6,0,1,0.62,0.31,3,3,1,166,211,377
4,10,16,0,6,0,1,0.62,0.29,3,3,1,179,264,443
4,10,17,0,6,0,1,0.58,0.32,3,3,1,177,264,441
4,10,18,0,6,0,1,0.54,0.39,3,3,1,121,251,372
4,10,19,0,6,0,1,0.5,0.51,4,2,2,61,177,238
