season,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,casual,registered,cnt
4,10,16,0,5,1,2,0.36,0.46,46,262,308
4,10,17,0,5,1,2,0.36,0.5,35,411,446
4,10,18,0,5,1,2,0.36,0.53,36,332,368
4,10,19,0,5,1,2,0.36,0.5,16,188,204
4,10,20,0,5,1,3,0.34,0.61,12,131,143
4,10,21,0,5,1,3,0.32,0.7,5,69,74
4,10,22,0,5,1,3,0.3,0.75,4,32,36
4,10,23,0,5,1,3,0.3,0.81,8,31,39
4,10,0,0,6,0,3,0.28,0.87,0,19,19
4,10,1,0,6,0,3,0.3,0.87,0,18,18
4,10,2,0,6,0,3,0.3,0.87,1,16,17
4,10,3,0,6,0,3,0.3,0.81,0,8,8
4,10,4,0,6,0,3,0.3,0.81,0,1,1
4,10,5,0,6,0,3,0.26,0.93,0,1,1
4,10,6,0,6,0,3,0.26,0.87,4,1,5
4,10,7,0,6,0,3,0.26,0.87,1,6,7
4,10,8,0,6,0,3,0.28,0.87,4,16,20
4,10,9,0,6,0,3,0.28,0.87,1,19,20
4,10,10,0,6,0,3,0.26,0.93,0,12,12
4,10,11,0,6,0,3,0.26,0.93,1,26,27
4,10,12,0,6,0,3,0.24,0.87,6,44,50
4,10,13,0,6,0,3,0.24,0.87,0,30,30
4,10,14,0,6,0,3,0.24,0.87,0,29,29
4,10,15,0,6,0,3,0.22,0.93,3,38,41
4,10,16,0,6,0,3,0.22,0.93,3,19,22
4,10,17,0,6,0,3,0.22,0.93,3,28,31
4,10,18,0,6,0,3,0.22,0.93,6,37,43
4,10,19,0,6,0,1,0.24,0.87,3,36,39
4,10,20,0,6,0,1,0.24,0.87,7,40,47
4,10,21,0,6,0,1,0.24,0.87,1,49,50
4,10,22,0,6,0,1,0.22,0.87,10,44,54
4,10,23,0,6,0,1,0.22,0.87,3,33,36
4,10,0,0,0,0,1,0.22,0.87,7,47,54
4,10,1,0,0,0,1,0.22,0.87,9,34,43
4,10,2,0,0,0,1,0.22,0.87,7,43,50
4,10,3,0,0,0,1,0.24,0.75,7,26,33
4,10,4,0,0,0,1,0.22,0.8,1,10,11
4,10,5,0,0,0,1,0.24,0.75,0,4,4
4,10,6,0,0,0,1,0.24,0.75,2,8,10
4,10,7,0,0,0,1,0.24,0.75,7,15,22
4,10,8,0,0,0,1,0.26,0.7,20,60,80
4,10,9,0,0,0,1,0.3,0.65,55,92,147
4,10,10,0,0,0,1,0.32,0.61,53,125,178
4,10,11,0,0,0,1,0.36,0.53,58,182,240
4,10,12,0,0,0,1,0.38,0.5,85,229,314
4,10,13,0,0,0,1,0.4,0.43,113,232,345
4,10,14,0,0,0,1,0.42,0.38,91,209,300
4,10,15,0,0,0,1,0.42,0.35,88,202,290
4,10,16,0,0,0,1,0.42,0.32,107,213,320
4,10,17,0,0,0,1,0.4,0.35,54,191,245
4,10,18,0,0,0,1,0.36,0.4,51,162,213
4,10,19,0,0,0,1,0.56,0.49,28,125,153
4,10,20,0,0,0,1,0.34,0.57,18,74,92
4,10,21,0,0,0,1,0.32,0.66,4,75,79
4,10,22,0,0,0,1,0.3,0.75,13,58,71
4,10,23,0,0,0,1,0.26,0.87,7,30,37
4,10,0,0,1,1,1,0.26,0.87,3,20,23
4,10,1,0,1,1,1,0.26,0.81,5,8,13
4,10,2,0,1,1,1,0.24,0.87,0,3,3
4,10,3,0,1,1,1,0.24,0.87,0,3,3
4,10,4,0,1,1,1,0.24,0.87,1,5,6
4,10,5,0,1,1,1,0.22,0.93,0,18,18
4,10,6,0,1,1,1,0.24,0.87,4,82,86
4,10,7,0,1,1,1,0.24,0.93,11,216,227
4,10,8,0,1,1,2,0.28,0.87,17,355,372
4,10,9,0,1,1,2,0.32,0.76,14,197,211
4,10,10,0,1,1,2,0.36,0.57,18,87,105
4,10,11,0,1,1,1,0.4,0.5,31,97,128
4,10,12,0,1,1,1,0.42,0.44,30,140,170
4,10,13,0,1,1,2,0.44,0.44,24,128,152
4,10,14,0,1,1,2,0.44,0.47,22,119,141
4,10,15,0,1,1,1,0.44,0.47,27,141,168
4,10,16,0,1,1,1,0.42,0.54,30,242,272
4,10,17,0,1,1,1,0.42,0.54,44,442,486
4,10,18,0,1,1,1,0.4,0.66,30,392,422
4,10,19,0,1,1,1,0.4,0.66,12,226,238
4,10,20,0,1,1,1,0.4,0.66,18,154,172
4,10,21,0,1,1,2,0.36,0.76,7,109,116
4,10,22,0,1,1,2,0.36,0.76,8,77,85
4,10,23,0,1,1,2,0.36,0.76,6,46,52
4,11,0,0,2,1,2,0.36,0.87,3,18,21
4,11,1,0,2,1,1,0.36,0.81,3,8,11
4,11,2,0,2,1,2,0.36,0.81,1,3,4
4,11,3,0,2,1,2,0.36,0.81,1,5,6
4,11,4,0,2,1,1,0.34,0.81,1,7,8
4,11,5,0,2,1,1,0.32,0.81,0,18,18
4,11,6,0,2,1,1,0.32,0.81,3,90,93
4,11,7,0,2,1,1,0.34,0.76,8,246,254
4,11,8,0,2,1,1,0.36,0.71,17,402,419
4,11,9,0,2,1,1,0.4,0.66,16,206,222
4,11,10,0,2,1,1,0.44,0.62,21,114,135
4,11,11,0,2,1,1,0.46,0.63,16,101,117
4,11,12,0,2,1,1,0.5,0.48,23,153,176
4,11,13,0,2,1,1,0.48,0.55,20,147,167
4,11,14,0,2,1,1,0.5,0.48,32,118,150
4,11,15,0,2,1,1,0.5,0.45,38,148,186
4,11,16,0,2,1,1,0.48,0.44,46,252,298
4,11,17,0,2,1,1,0.44,0.54,36,470,506
4,11,18,0,2,1,1,0.42,0.58,39,421,460
4,11,19,0,2,1,1,0.42,0.58,39,274,313
4,11,20,0,2,1,1,0.4,0.71,18,191,209
4,11,21,0,2,1,1,0.36,0.81,13,114,127
4,11,22,0,2,1,1,0.36,0.81,5,91,96
4,11,23,0,2,1,1,0.34,0.87,11,61,72
4,11,0,0,3,1,1,0.32,0.87,0,19,19
4,11,1,0,3,1,1,0.3,0.87,2,8,10
4,11,2,0,3,1,1,0.3,0.87,0,2,2
4,11,3,0,3,1,1,0.3,0.75,0,2,2
4,11,4,0,3,1,1,0.3,0.87,0,4,4
4,11,5,0,3,1,1,0.3,0.81,0,27,27
4,11,6,0,3,1,1,0.3,0.81,1,91,92
4,11,7,0,3,1,1,0.3,0.81,11,240,251
4,11,8,0,3,1,1,0.32,0.87,20,452,472
4,11,9,0,3,1,1,0.34,0.87,15,213,228
4,11,10,0,3,1,1,0.4,0.71,25,108,133
4,11,11,0,3,1,1,0.42,0.71,27,117,144
4,11,12,0,3,1,1,0.46,0.55,32,157,189
4,11,13,0,3,1,1,0.48,0.48,22,139,161
4,11,14,0,3,1,1,0.5,0.45,40,132,172
4,11,15,0,3,1,1,0.48,0.51,26,161,187
4,11,16,0,3,1,1,0.48,0.51,35,231,266
4,11,17,0,3,1,1,0.44,0.62,30,523,553
4,11,18,0,3,1,1,0.42,0.71,31,448,479
4,11,19,0,3,1,1,0.4,0.76,25,257,282
4,11,20,0,3,1,1,0.4,0.66,5,177,182
4,11,21,0,3,1,1,0.38,0.71,13,155,168
4,11,22,0,3,1,1,0.36,0.71,7,99,106
4,11,23,0,3,1,1,0.36,0.76,3,54,57
4,11,0,0,4,1,1,0.36,0.76,3,28,31
4,11,1,0,4,1,1,0.34,0.81,3,12,15
4,11,2,0,4,1,1,0.34,0.76,2,5,7
4,11,3,0,4,1,1,0.34,0.81,1,4,5
4,11,4,0,4,1,1,0.32,0.81,1,3,4
4,11,5,0,4,1,1,0.32,0.81,1,27,28
4,11,6,0,4,1,1,0.34,0.76,3,96,99
4,11,7,0,4,1,2,0.32,0.81,12,280,292
4,11,8,0,4,1,2,0.34,0.81,8,394,402
4,11,9,0,4,1,2,0.36,0.81,9,155,164
4,11,10,0,4,1,2,0.4,0.76,12,98,110
4,11,11,0,4,1,1,0.44,0.67,12,108,120
4,11,12,0,4,1,1,0.5,0.51,17,162,179
4,11,13,0,4,1,2,0.52,0.48,19,150,169
4,11,14,0,4,1,1,0.52,0.52,32,120,152
4,11,15,0,4,1,1,0.52,0.52,24,138,162
4,11,16,0,4,1,1,0.52,0.48,33,234,267
4,11,17,0,4,1,1,0.48,0.55,33,465,498
4,11,18,0,4,1,1,0.46,0.63,24,409,433
4,11,19,0,4,1,1,0.44,0.67,18,234,252
4,11,20,0,4,1,1,0.42,0.71,11,198,209
4,11,21,0,4,1,1,0.4,0.76,4,140,144
4,11,22,0,4,1,1,0.4,0.82,21,116,137
4,11,23,0,4,1,1,0.4,0.82,15,80,95
4,11,0,0,5,1,2,0.4,0.82,11,32,43
4,11,1,0,5,1,2,0.4,0.82,1,16,17
4,11,2,0,5,1,2,0.4,0.76,2,8,10
4,11,3,0,5,1,2,0.38,0.87,1,7,8
4,11,4,0,5,1,2,0.38,0.87,1,6,7
4,11,5,0,5,1,2,0.38,0.87,0,23,23
4,11,6,0,5,1,2,0.38,0.87,2,64,66
4,11,7,0,5,1,2,0.4,0.86,10,235,245
4,11,8,0,5,1,2,0.4,0.87,8,387,395
4,11,9,0,5,1,2,0.42,0.71,15,239,254
4,11,10,0,5,1,2,0.42,0.71,19,115,134
4,11,11,0,5,1,2,0.44,0.67,34,128,162
4,11,12,0,5,1,2,0.48,0.55,44,153,197
4,11,13,0,5,1,1,0.44,0.51,33,161,194
4,11,14,0,5,1,1,0.44,0.47,54,147,201
4,11,15,0,5,1,1,0.46,0.44,45,192,237
4,11,16,0,5,1,1,0.46,0.36,53,237,290
4,11,17,0,5,1,1,0.42,0.38,42,438,480
4,11,18,0,5,1,1,0.42,0.32,35,339,374
4,11,19,0,5,1,1,0.4,0.37,14,182,196
4,11,20,0,5,1,1,0.36,0.43,15,171,186
4,11,21,0,5,1,1,0.34,0.46,8,115,123
4,11,22,0,5,1,1,0.34,0.46,6,109,115
4,11,23,0,5,1,1,0.32,0.49,17,72,89
4,11,0,0,6,0,1,0.32,0.45,4,48,52
4,11,1,0,6,0,1,0.32,0.45,5,57,62
4,11,2,0,6,0,1,0.3,0.52,7,24,31
4,11,3,0,6,0,1,0.3,0.52,0,8,8
4,11,4,0,6,0,1,0.28,0.56,3,5,8
4,11,5,0,6,0,1,0.26,0.6,0,2,2
4,11,6,0,6,0,1,0.26,0.6,3,20,23
4,11,7,0,6,0,1,0.26,0.6,3,31,34
4,11,8,0,6,0,1,0.28,0.56,4,80,84
4,11,9,0,6,0,1,0.3,0.56,30,111,141
4,11,10,0,6,0,1,0.32,0.53,56,171,227
4,11,11,0,6,0,1,0.36,0.46,69,169,238
4,11,12,0,6,0,1,0.36,0.46,137,235,372
4,11,13,0,6,0,1,0.4,0.37,148,207,355
4,11,14,0,6,0,1,0.42,0.35,159,227,386
4,11,15,0,6,0,1,0.4,0.37,141,202,343
4,11,16,0,6,0,1,0.4,0.4,128,207,335
4,11,17,0,6,0,1,0.38,0.4,100,234,334
4,11,18,0,6,0,1,0.36,0.5,52,185,237
4,11,19,0,6,0,1,0.34,0.53,45,159,204
4,11,20,0,6,0,1,0.32,0.66,29,136,165
4,11,21,0,6,0,1,0.32,0.66,19,99,118
4,11,22,0,6,0,1,0.3,0.65,10,72,82
4,11,23,0,6,0,1,0.28,0.7,4,81,85
4,11,0,0,0,0,1,0.28,0.75,10,65,75
4,11,1,0,0,0,1,0.26,0.81,11,104,115
4,11,2,0,0,0,1,0.26,0.81,6,23,29
4,11,3,0,0,0,1,0.24,0.87,5,4,9
4,11,4,0,0,0,1,0.24,0.87,0,6,6
4,11,5,0,0,0,1,0.24,0.87,0,5,5
4,11,6,0,0,0,1,0.26,0.81,5,11,16
4,11,7,0,0,0,1,0.26,0.87,4,24,28
4,11,8,0,0,0,2,0.28,0.87,19,71,90
4,11,9,0,0,0,2,0.3,0.75,36,134,170
4,11,10,0,0,0,1,0.36,0.66,76,186,262
4,11,11,0,0,0,1,0.42,0.58,104,216,320
4,11,12,0,0,0,1,0.44,0.54,120,226,346
4,11,13,0,0,0,1,0.46,0.51,105,209,314
4,11,14,0,0,0,1,0.46,0.55,101,219,320
4,11,15,0,0,0,1,0.48,0.51,96,210,306
4,11,16,0,0,0,1,0.46,0.55,84,263,347
4,11,17,0,0,0,1,0.44,0.62,71,185,256
4,11,18,0,0,0,1,0.42,0.71,39,146,185
4,11,19,0,0,0,1,0.38,0.76,21,130,151
4,11,20,0,0,0,1,0.36,0.81,16,100,116
4,11,21,0,0,0,1,0.36,0.81,11,77,88
4,11,22,0,0,0,1,0.36,0.87,5,40,45
4,11,23,0,0,0,1,0.34,0.87,7,43,50
4,11,0,0,1,1,1,0.34,0.87,1,14,15
4,11,1,0,1,1,1,0.34,0.87,2,6,8
4,11,2,0,1,1,1,0.32,0.93,0,2,2
4,11,3,0,1,1,1,0.32,0.93,0,3,3
4,11,4,0,1,1,1,0.32,0.93,2,4,6
4,11,5,0,1,1,1,0.3,0.93,1,25,26
4,11,6,0,1,1,2,0.28,0.93,2,97,99
4,11,7,0,1,1,2,0.28,0.93,6,305,311
4,11,8,0,1,1,2,0.3,1.0,13,397,410
4,11,9,0,1,1,2,0.34,1.0,18,156,174
4,11,10,0,1,1,1,0.36,0.93,28,95,123
4,11,11,0,1,1,1,0.42,0.77,28,100,128
4,11,12,0,1,1,1,0.46,0.67,21,158,179
4,11,13,0,1,1,1,0.54,0.49,32,157,189
4,11,14,0,1,1,1,0.56,0.37,30,115,145
4,11,15,0,1,1,1,0.56,0.37,38,132,170
4,11,16,0,1,1,1,0.52,0.45,40,255,295
4,11,17,0,1,1,1,0.5,0.45,39,489,528
4,11,18,0,1,1,1,0.46,0.59,18,407,425
4,11,19,0,1,1,1,0.46,0.59,20,280,300
4,11,20,0,1,1,1,0.4,0.71,17,187,204
4,11,21,0,1,1,1,0.38,0.82,10,129,139
4,11,22,0,1,1,1,0.36,0.81,6,102,108
4,11,23,0,1,1,1,0.36,0.87,1,47,48
4,11,0,0,2,1,1,0.34,0.87,0,18,18
4,11,1,0,2,1,1,0.32,0.93,3,8,11
4,11,2,0,2,1,1,0.32,0.87,0,1,1
4,11,3,0,2,1,1,0.32,0.87,0,3,3
4,11,4,0,2,1,1,0.3,0.87,0,4,4
4,11,5,0,2,1,1,0.3,0.87,1,17,18
4,11,6,0,2,1,1,0.3,0.87,3,96,99
4,11,7,0,2,1,1,0.3,0.87,7,316,323
4,11,8,0,2,1,1,0.32,0.93,11,455,466
4,11,9,0,2,1,1,0.36,0.87,14,177,191
4,11,10,0,2,1,1,0.42,0.71,25,104,129
4,11,11,0,2,1,1,0.46,0.63,21,126,147
4,11,12,0,2,1,1,0.52,0.52,28,175,203
4,11,13,0,2,1,1,0.54,0.49,31,165,196
4,11,14,0,2,1,1,0.56,0.46,32,129,161
4,11,15,0,2,1,1,0.58,0.46,33,155,188
4,11,16,0,2,1,1,0.56,0.46,39,250,289
4,11,17,0,2,1,1,0.52,0.43,40,459,499
4,11,18,0,2,1,1,0.48,0.55,30,432,462
4,11,19,0,2,1,1,0.46,0.59,14,264,278
4,11,20,0,2,1,1,0.4,0.76,12,169,181
4,11,21,0,2,1,1,0.4,0.76,16,166,182
4,11,22,0,2,1,1,0.36,0.87,13,95,108
4,11,23,0,2,1,1,0.36,0.81,3,45,48
4,11,0,0,3,1,1,0.36,0.87,0,13,13
4,11,1,0,3,1,1,0.34,0.87,0,10,10
4,11,2,0,3,1,1,0.32,0.93,0,5,5
4,11,3,0,3,1,1,0.32,0.93,0,4,4
4,11,4,0,3,1,1,0.32,0.87,0,4,4
4,11,5,0,3,1,1,0.3,0.87,0,28,28
4,11,6,0,3,1,1,0.3,0.87,0,98,98
4,11,7,0,3,1,1,0.3,0.87,0,300,300
4,11,8,0,3,1,1,0.32,0.93,19,437,456
4,11,9,0,3,1,1,0.34,0.93,22,197,219
4,11,10,0,3,1,1,0.4,0.76,16,89,105
4,11,11,0,3,1,1,0.46,0.67,21,131,152
4,11,12,0,3,1,1,0.5,0.51,24,156,180
4,11,13,0,3,1,1,0.5,0.51,31,136,167
4,11,14,0,3,1,1,0.52,0.48,26,153,179
4,11,15,0,3,1,1,0.52,0.45,21,130,151
4,11,16,0,3,1,1,0.52,0.48,24,257,281
4,11,17,0,3,1,1,0.46,0.63,27,458,485
4,11,18,0,3,1,1,0.44,0.67,21,387,408
4,11,19,0,3,1,1,0.44,0.72,12,292,304
4,11,20,0,3,1,1,0.44,0.77,18,201,219
4,11,21,0,3,1,1,0.4,0.87,9,152,161
4,11,22,0,3,1,1,0.4,0.87,9,105,114
4,11,23,0,3,1,1,0.38,0.87,5,61,66
4,11,0,0,4,1,1,0.4,0.87,0,24,24
4,11,1,0,4,1,2,0.4,0.87,1,10,11
4,11,2,0,4,1,2,0.38,0.94,0,5,5
4,11,3,0,4,1,1,0.38,0.94,0,11,11
4,11,4,0,4,1,1,0.38,0.94,1,2,3
4,11,5,0,4,1,2,0.36,1.0,1,22,23
4,11,6,0,4,1,2,0.36,1.0,4,110,114
4,11,7,0,4,1,2,0.38,0.94,6,266,272
4,11,8,0,4,1,2,0.4,0.94,18,418,436
4,11,9,0,4,1,2,0.42,0.94,23,188,211
4,11,10,0,4,1,2,0.44,0.88,17,100,117
4,11,11,0,4,1,2,0.46,0.67,9,99,108
4,11,12,0,4,1,2,0.42,0.67,18,149,167
4,11,13,0,4,1,3,0.36,0.81,9,87,96
4,11,14,0,4,1,3,0.36,0.87,6,58,64
4,11,15,0,4,1,3,0.36,0.81,5,57,62
4,11,16,0,4,1,3,0.36,0.81,6,67,73
4,11,17,0,4,1,3,0.36,0.81,9,168,177
4,11,18,0,4,1,2,0.36,0.81,10,263,273
4,11,19,0,4,1,2,0.36,0.71,19,192,211
4,11,20,0,4,1,2,0.36,0.62,8,160,168
4,11,21,0,4,1,1,0.36,0.57,6,130,136
4,11,22,0,4,1,1,0.36,0.53,5,84,89
4,11,23,0,4,1,2,0.34,0.57,9,73,82
4,11,0,1,5,0,1,0.34,0.53,10,56,66
4,11,1,1,5,0,1,0.32,0.57,3,16,19
4,11,2,1,5,0,1,0.32,0.57,1,10,11
4,11,3,1,5,0,1,0.3,0.61,0,6,6
4,11,4,1,5,0,1,0.3,0.61,0,8,8
4,11,5,1,5,0,1,0.3,0.49,0,13,13
4,11,6,1,5,0,1,0.28,0.45,0,46,46
4,11,7,1,5,0,1,0.28,0.45,5,116,121
4,11,8,1,5,0,1,0.3,0.42,9,249,258
4,11,9,1,5,0,1,0.32,0.45,15,186,201
4,11,10,1,5,0,1,0.32,0.42,38,162,200
4,11,11,1,5,0,1,0.34,0.42,20,150,170
4,11,12,1,5,0,1,0.34,0.42,41,198,239
4,11,13,1,5,0,1,0.38,0.37,57,179,236
4,11,14,1,5,0,1,0.38,0.37,64,183,247
4,11,15,1,5,0,1,0.36,0.37,29,187,216
4,11,16,1,5,0,1,0.36,0.34,49,189,238
4,11,17,1,5,0,1,0.34,0.39,24,286,310
4,11,18,1,5,0,1,0.34,0.39,23,185,208
4,11,19,1,5,0,1,0.32,0.39,17,182,199
4,11,20,1,5,0,1,0.32,0.39,12,97,109
4,11,21,1,5,0,1,0.3,0.45,4,79,83
4,11,22,1,5,0,1,0.32,0.39,13,78,91
4,11,23,1,5,0,1,0.3,0.45,6,67,73
4,11,0,0,6,0,1,0.24,0.6,12,52,64
4,11,1,0,6,0,1,0.24,0.6,9,45,54
4,11,2,0,6,0,1,0.24,0.65,7,39,46
4,11,3,0,6,0,1,0.24,0.7,4,13,17
4,11,4,0,6,0,1,0.2,0.8,0,7,7
4,11,5,0,6,0,1,0.22,0.75,1,3,4
4,11,6,0,6,0,1,0.22,0.75,0,7,7
4,11,7,0,6,0,1,0.22,0.75,3,24,27
4,11,8,0,6,0,1,0.26,0.7,14,87,101
4,11,9,0,6,0,1,0.3,0.61,18,142,160
4,11,10,0,6,0,1,0.34,0.61,62,170,232
4,11,11,0,6,0,1,0.38,0.54,102,213,315
4,11,12,0,6,0,1,0.44,0.44,142,224,366
4,11,13,0,6,0,1,0.48,0.36,128,225,353
4,11,14,0,6,0,1,0.5,0.36,191,244,435
4,11,15,0,6,0,1,0.52,0.29,165,221,386
4,11,16,0,6,0,1,0.52,0.32,137,224,361
4,11,17,0,6,0,1,0.5,0.34,92,193,285
4,11,18,0,6,0,1,0.42,0.58,53,150,203
4,11,19,0,6,0,1,0.42,0.5,32,139,171
4,11,20,0,6,0,1,0.42,0.5,31,101,132
4,11,21,0,6,0,1,0.42,0.47,19,103,122
4,11,22,0,6,0,1,0.42,0.47,30,88,118
4,11,23,0,6,0,1,0.4,0.58,23,78,101
4,11,0,0,0,0,2,0.4,0.58,12,61,73
4,11,1,0,0,0,2,0.36,0.66,13,58,71
4,11,2,0,0,0,1,0.36,0.57,9,48,57
4,11,3,0,0,0,2,0.36,0.62,8,20,28
4,11,4,0,0,0,2,0.36,0.62,1,5,6
4,11,5,0,0,0,1,0.34,0.61,2,3,5
4,11,6,0,0,0,1,0.34,0.66,5,18,23
4,11,7,0,0,0,1,0.34,0.66,13,30,43
4,11,8,0,0,0,1,0.34,0.66,24,55,79
4,11,9,0,0,0,1,0.4,0.54,38,97,135
4,11,10,0,0,0,1,0.44,0.44,63,178,241
4,11,11,0,0,0,1,0.46,0.4,108,187,295
4,11,12,0,0,0,2,0.52,0.29,112,242,354
4,11,13,0,0,0,2,0.52,0.29,105,234,339
4,11,14,0,0,0,2,0.54,0.28,108,263,371
4,11,15,0,0,0,2,0.5,0.42,89,221,310
4,11,16,0,0,0,2,0.54,0.28,93,226,319
4,11,17,0,0,0,1,0.52,0.27,44,187,231
4,11,18,0,0,0,1,0.52,0.27,35,155,190
4,11,19,0,0,0,1,0.5,0.29,36,121,157
4,11,20,0,0,0,1,0.5,0.31,24,115,139
4,11,21,0,0,0,1,0.48,0.36,19,76,95
4,11,22,0,0,0,1,0.48,0.41,25,64,89
4,11,23,0,0,0,1,0.46,0.51,18,49,67
4,11,0,0,1,1,1,0.46,0.59,8,22,30
4,11,1,0,1,1,1,0.46,0.63,5,6,11
4,11,2,0,1,1,1,0.46,0.63,7,10,17
4,11,3,0,1,1,1,0.44,0.67,4,3,7
4,11,4,0,1,1,1,0.44,0.67,0,5,5
4,11,5,0,1,1,2,0.44,0.67,0,19,19
4,11,6,0,1,1,2,0.44,0.72,10,104,114
4,11,7,0,1,1,1,0.44,0.72,11,311,322
4,11,8,0,1,1,2,0.46,0.67,27,425,452
4,11,9,0,1,1,2,0.48,0.67,29,204,233
4,11,10,0,1,1,2,0.5,0.63,26,85,111
4,11,11,0,1,1,2,0.54,0.6,22,106,128
4,11,12,0,1,1,1,0.56,0.56,36,166,202
4,11,13,0,1,1,1,0.6,0.49,50,153,203
4,11,14,0,1,1,1,0.62,0.46,47,138,185
4,11,15,0,1,1,1,0.64,0.44,53,142,195
4,11,16,0,1,1,1,0.62,0.46,51,264,315
4,11,17,0,1,1,1,0.62,0.46,55,464,519
4,11,18,0,1,1,1,0.56,0.56,29,460,489
4,11,19,0,1,1,1,0.6,0.53,28,274,302
4,11,20,0,1,1,1,0.6,0.53,30,210,240
4,11,21,0,1,1,1,0.6,0.53,37,176,213
4,11,22,0,1,1,1,0.58,0.56,17,96,113
4,11,23,0,1,1,1,0.56,0.64,13,48,61
4,11,0,0,2,1,1,0.56,0.64,7,15,22
4,11,1,0,2,1,1,0.56,0.6,5,5,10
4,11,2,0,2,1,1,0.56,0.64,7,8,15
4,11,3,0,2,1,2,0.54,0.68,0,4,4
4,11,4,0,2,1,1,0.56,0.64,1,6,7
4,11,5,0,2,1,1,0.54,0.68,2,26,28
4,11,6,0,2,1,2,0.56,0.64,4,104,108
4,11,7,0,2,1,2,0.54,0.68,21,298,319
4,11,8,0,2,1,2,0.54,0.68,27,453,480
4,11,9,0,2,1,2,0.56,0.64,26,174,200
4,11,10,0,2,1,2,0.56,0.64,23,115,138
4,11,11,0,2,1,2,0.56,0.64,18,116,134
4,11,12,0,2,1,2,0.54,0.68,28,148,176
4,11,13,0,2,1,3,0.54,0.6,21,132,153
4,11,14,0,2,1,2,0.54,0.6,27,120,147
4,11,15,0,2,1,2,0.54,0.6,36,155,191
4,11,16,0,2,1,2,0.52,0.68,31,240,271
4,11,17,0,2,1,2,0.5,0.72,29,422,451
4,11,18,0,2,1,2,0.5,0.72,27,414,441
4,11,19,0,2,1,2,0.5,0.72,27,259,286
4,11,20,0,2,1,2,0.48,0.82,26,212,238
4,11,21,0,2,1,2,0.5,0.77,23,145,168
4,11,22,0,2,1,2,0.46,0.88,19,109,128
4,11,23,0,2,1,2,0.46,0.94,14,66,80
4,11,0,0,3,1,2,0.46,0.94,5,26,31
4,11,1,0,3,1,3,0.46,0.94,0,5,5
4,11,2,0,3,1,2,0.46,0.94,4,6,10
4,11,3,0,3,1,2,0.46,0.94,2,3,5
4,11,4,0,3,1,2,0.44,1.0,1,3,4
4,11,5,0,3,1,3,0.46,0.94,0,13,13
4,11,6,0,3,1,2,0.46,0.94,4,52,56
4,11,7,0,3,1,3,0.46,0.94,7,130,137
4,11,8,0,3,1,3,0.46,0.94,9,223,232
4,11,9,0,3,1,3,0.46,0.94,5,77,82
4,11,10,0,3,1,3,0.46,0.94,4,32,36
4,11,11,0,3,1,3,0.46,0.94,7,53,60
4,11,12,0,3,1,3,0.46,1.0,5,49,54
4,11,13,0,3,1,3,0.46,0.94,6,52,58
4,11,14,0,3,1,2,0.46,1.0,12,49,61
4,11,15,0,3,1,3,0.48,0.94,16,50,66
4,11,16,0,3,1,3,0.48,0.94,13,110,123
4,11,17,0,3,1,2,0.48,0.88,17,216,233
4,11,18,0,3,1,3,0.46,0.88,13,176,189
4,11,19,0,3,1,3,0.46,0.88,3,108,111
4,11,20,0,3,1,3,0.44,0.88,5,94,99
4,11,21,0,3,1,3,0.44,0.88,3,72,75
4,11,22,0,3,1,3,0.42,0.88,1,45,46
4,11,23,0,3,1,3,0.42,0.88,3,28,31
4,11,0,0,4,1,2,0.42,0.88,2,22,24
4,11,1,0,4,1,2,0.42,0.82,0,5,5
4,11,2,0,4,1,2,0.42,0.82,0,5,5
4,11,3,0,4,1,2,0.42,0.77,0,3,3
4,11,4,0,4,1,2,0.4,0.62,1,3,4
4,11,5,0,4,1,3,0.34,0.71,1,21,22
4,11,6,0,4,1,3,0.36,0.57,3,72,75
4,11,7,0,4,1,3,0.34,0.61,4,164,168
4,11,8,0,4,1,3,0.34,0.61,12,343,355
4,11,9,0,4,1,2,0.34,0.61,14,184,198
4,11,10,0,4,1,2,0.34,0.61,7,74,81
4,11,11,0,4,1,3,0.32,0.66,4,93,97
4,11,12,0,4,1,2,0.34,0.53,6,115,121
4,11,13,0,4,1,2,0.34,0.49,15,109,124
4,11,14,0,4,1,2,0.34,0.49,5,105,110
4,11,15,0,4,1,2,0.34,0.49,10,106,116
4,11,16,0,4,1,1,0.32,0.39,8,187,195
4,11,17,0,4,1,1,0.32,0.42,20,379,399
4,11,18,0,4,1,1,0.32,0.39,9,298,307
4,11,19,0,4,1,1,0.3,0.45,7,210,217
4,11,20,0,4,1,1,0.3,0.42,7,162,169
4,11,21,0,4,1,1,0.3,0.42,3,113,116
4,11,22,0,4,1,1,0.26,0.52,1,83,84
4,11,23,0,4,1,1,0.26,0.52,0,58,58
4,11,0,0,5,1,1,0.26,0.48,2,28,30
4,11,1,0,5,1,1,0.26,0.44,0,10,10
4,11,2,0,5,1,1,0.24,0.44,2,8,10
4,11,3,0,5,1,1,0.24,0.41,0,2,2
4,11,4,0,5,1,1,0.22,0.44,0,5,5
4,11,5,0,5,1,1,0.22,0.44,0,22,22
4,11,6,0,5,1,1,0.22,0.44,1,70,71
4,11,7,0,5,1,1,0.22,0.44,5,211,216
4,11,8,0,5,1,1,0.22,0.44,6,369,375
4,11,9,0,5,1,1,0.26,0.41,6,207,213
